SalesID,CustomerID,ProjectID,PropertyID,DateOfSale,SalePrice(INR),BrokerID,Status
SALE0033,CUST0033,PROJ001,001-A-114,2010-11-28,5255827,BRK010,Sold
SALE0034,CUST0034,PROJ001,001-B-107,2010-12-01,6060048,BRK001,Sold
SALE0035,CUST0035,PROJ001,001-C-122,2010-12-27,6434387,BRK014,Sold
SALE0036,CUST0036,PROJ001,001-C-131,2011-01-01,6025466,BRK003,Sold
SALE0037,CUST0037,PROJ001,001-D-101,2011-01-15,5754921,BRK007,Sold
SALE0038,CUST0038,PROJ001,001-C-130,2011-01-19,6833641,BRK011,Sold
SALE0039,CUST0039,PROJ001,001-A-134,2011-01-20,4854254,BRK006,Sold
SALE0040,CUST0040,PROJ001,001-C-113,2011-01-26,5276313,BRK013,Sold
SALE0041,CUST0041,PROJ001,001-B-128,2011-01-29,4934743,BRK003,Sold
SALE0042,CUST0042,PROJ001,001-B-120,2011-02-07,4646922,BRK012,Sold
SALE0043,CUST0043,PROJ001,001-A-133,2011-02-13,7295932,BRK005,Sold
SALE0044,CUST0044,PROJ001,001-A-113,2011-02-14,5624882,BRK012,Sold
SALE0045,CUST0045,PROJ001,001-B-104,2011-02-16,7389161,BRK013,Sold
SALE0046,CUST0046,PROJ001,001-B-115,2011-02-17,4846540,BRK013,Sold
SALE0047,CUST0047,PROJ001,001-B-126,2011-03-06,4505563,BRK007,Sold
SALE0048,CUST0048,PROJ001,001-D-116,2011-03-11,6559785,BRK002,Sold
SALE0049,CUST0049,PROJ001,001-A-108,2011-03-24,6492353,BRK005,Sold
SALE0050,CUST0050,PROJ001,001-B-133,2011-03-27,5147594,BRK009,Sold
SALE0051,CUST0051,PROJ001,001-A-103,2011-03-30,4973449,BRK011,Sold
SALE0052,CUST0052,PROJ001,001-D-119,2011-04-16,5459667,BRK001,Sold
SALE0053,CUST0053,PROJ001,001-C-112,2011-05-06,4848786,BRK010,Sold
SALE0054,CUST0054,PROJ001,001-A-138,2011-06-14,6709344,BRK014,Sold
SALE0055,CUST0055,PROJ001,001-B-136,2011-07-08,4982200,BRK001,Sold
SALE0056,CUST0056,PROJ001,001-A-124,2011-07-11,6430685,BRK003,Sold
SALE0057,CUST0057,PROJ001,001-C-103,2011-07-24,6737718,BRK004,Sold
SALE0058,CUST0058,PROJ002,002-D-119,2011-08-04,25243915,BRK010,Sold
SALE0059,CUST0059,PROJ002,002-B-123,2011-08-06,23327889,BRK008,Sold
SALE0060,CUST0060,PROJ001,001-D-132,2011-08-08,7101541,BRK006,Sold
SALE0061,CUST0061,PROJ002,002-A-116,2011-08-08,19731043,BRK011,Sold
SALE0062,CUST0062,PROJ001,001-C-123,2011-08-15,6204798,BRK008,Sold
SALE0063,CUST0063,PROJ002,002-C-114,2011-08-18,19380245,BRK015,Sold
SALE0064,CUST0064,PROJ002,002-A-120,2011-08-19,21537248,BRK008,Sold
SALE0065,CUST0065,PROJ001,001-B-138,2011-08-23,4981484,BRK005,Sold
SALE0066,CUST0066,PROJ001,001-D-118,2011-08-26,6750621,BRK007,Sold
SALE0067,CUST0067,PROJ002,002-D-120,2011-08-30,20115308,BRK002,Sold
SALE0068,CUST0068,PROJ001,001-A-119,2011-09-09,6235789,BRK006,Sold
SALE0069,CUST0069,PROJ001,001-B-130,2011-09-15,4590267,BRK004,Sold
SALE0070,CUST0070,PROJ001,001-B-110,2011-09-21,4705485,BRK006,Sold
SALE0071,CUST0071,PROJ002,002-B-121,2011-09-29,20145419,BRK011,Sold
SALE0072,CUST0072,PROJ002,002-A-127,2011-10-01,19312910,BRK004,Sold
SALE0073,CUST0073,PROJ002,002-A-103,2011-10-06,29906482,BRK013,Sold
SALE0074,CUST0074,PROJ001,001-A-135,2011-10-07,6663102,BRK006,Sold
SALE0075,CUST0075,PROJ001,001-A-125,2011-10-09,4957628,BRK004,Sold
SALE0076,CUST0076,PROJ001,001-C-107,2011-10-17,6910602,BRK012,Sold
SALE0077,CUST0077,PROJ002,002-A-105,2011-10-21,17443714,BRK002,Sold
SALE0078,CUST0078,PROJ001,001-A-110,2011-10-22,4603805,BRK006,Sold
SALE0079,CUST0079,PROJ001,001-C-136,2011-10-30,6546125,BRK014,Sold
SALE0080,CUST0080,PROJ002,002-D-114,2011-11-01,24098013,BRK008,Sold
SALE0081,CUST0081,PROJ002,002-D-123,2011-11-06,18796178,BRK009,Sold
SALE0082,CUST0082,PROJ001,001-B-109,2011-11-12,4739368,BRK008,Sold
SALE0083,CUST0083,PROJ002,002-C-113,2011-11-16,26000385,BRK004,Sold
SALE0084,CUST0084,PROJ002,002-C-130,2011-11-19,16110347,BRK006,Sold
SALE0085,CUST0085,PROJ002,002-C-126,2011-12-09,24887333,BRK001,Sold
SALE0086,CUST0086,PROJ001,001-A-111,2011-12-14,4593055,BRK009,Sold
SALE0087,CUST0087,PROJ002,002-B-102,2011-12-14,29936099,BRK010,Sold
SALE0088,CUST0088,PROJ001,001-A-131,2011-12-19,5263980,BRK003,Sold
SALE0089,CUST0089,PROJ001,001-A-102,2011-12-21,5441687,BRK008,Sold
SALE0090,CUST0090,PROJ001,001-D-135,2011-12-24,7062365,BRK014,Sold
SALE0091,CUST0091,PROJ002,002-C-103,2012-01-05,15989800,BRK004,Sold
SALE0092,CUST0092,PROJ002,002-D-112,2012-01-10,26137783,BRK001,Sold
SALE0093,CUST0093,PROJ001,001-C-119,2012-01-14,6245069,BRK002,Sold
SALE0094,CUST0094,PROJ001,001-A-137,2012-01-25,4811097,BRK002,Sold
SALE0095,CUST0095,PROJ002,002-A-129,2012-02-02,16064044,BRK004,Sold
SALE0096,CUST0096,PROJ002,002-B-127,2012-02-03,18218413,BRK011,Sold
SALE0097,CUST0097,PROJ002,002-A-109,2012-02-03,29882661,BRK013,Sold
SALE0098,CUST0098,PROJ001,001-B-114,2012-02-05,6746674,BRK006,Sold
SALE0099,CUST0099,PROJ002,002-B-115,2012-02-09,24890108,BRK003,Sold
SALE0100,CUST0100,PROJ001,001-B-137,2012-02-14,6175485,BRK009,Sold
SALE0101,CUST0101,PROJ001,001-D-121,2012-02-16,6118571,BRK010,Sold
SALE0102,CUST0102,PROJ002,002-A-110,2012-02-24,29425264,BRK001,Sold
SALE0103,CUST0103,PROJ001,001-B-124,2012-03-12,7463186,BRK015,Sold
SALE0104,CUST0104,PROJ002,002-B-126,2012-03-15,15937179,BRK005,Sold
SALE0105,CUST0105,PROJ002,002-A-118,2012-04-08,23195108,BRK002,Sold
SALE0106,CUST0106,PROJ002,002-B-106,2012-04-19,17061669,BRK006,Sold
SALE0107,CUST0107,PROJ002,002-C-102,2012-04-22,25421845,BRK010,Sold
SALE0108,CUST0108,PROJ002,002-A-117,2012-05-04,21217945,BRK012,Sold
SALE0109,CUST0109,PROJ002,002-C-119,2012-05-10,22816923,BRK007,Sold
SALE0110,CUST0110,PROJ001,001-D-120,2012-05-11,7396140,BRK014,Sold
SALE0111,CUST0111,PROJ002,002-C-108,2012-05-14,15390904,BRK001,Sold
SALE0112,CUST0112,PROJ002,002-B-120,2012-05-17,16656076,BRK013,Sold
SALE0113,CUST0113,PROJ002,002-B-109,2012-05-24,24786029,BRK014,Sold
SALE0114,CUST0114,PROJ001,001-C-101,2012-05-27,7085768,BRK007,Sold
SALE0115,CUST0115,PROJ001,001-D-126,2012-05-28,5935737,BRK002,Sold
SALE0116,CUST0116,PROJ002,002-B-119,2012-06-01,23566204,BRK006,Sold
SALE0117,CUST0117,PROJ002,002-A-107,2012-06-06,17346111,BRK015,Sold
SALE0118,CUST0118,PROJ002,002-B-122,2012-06-11,22856757,BRK002,Sold
SALE0119,CUST0119,PROJ001,001-B-135,2012-06-16,7471575,BRK005,Sold
SALE0120,CUST0120,PROJ001,001-D-112,2012-06-20,6298125,BRK003,Sold
SALE0121,CUST0121,PROJ002,002-D-113,2012-06-22,17331919,BRK004,Sold
SALE0122,CUST0122,PROJ002,002-D-104,2012-06-24,29769956,BRK008,Sold
SALE0123,CUST0123,PROJ001,001-B-122,2012-07-10,7388470,BRK006,Sold
SALE0124,CUST0124,PROJ001,001-C-105,2012-07-13,6437636,BRK010,Sold
SALE0125,CUST0125,PROJ001,001-C-104,2012-07-20,5747665,BRK009,Sold
SALE0126,CUST0126,PROJ002,002-D-109,2012-07-22,17103180,BRK007,Sold
SALE0127,CUST0127,PROJ001,001-A-128,2012-07-28,6536278,BRK011,Sold
SALE0128,CUST0128,PROJ001,001-D-130,2012-08-13,5479332,BRK006,Sold
SALE0129,CUST0129,PROJ001,001-A-109,2012-08-14,6225682,BRK002,Sold
SALE0130,CUST0130,PROJ002,002-C-112,2012-09-06,26756594,BRK013,Sold
SALE0131,CUST0131,PROJ002,002-D-116,2012-09-06,15582729,BRK004,Sold
SALE0132,CUST0132,PROJ002,002-A-121,2012-09-13,18026993,BRK001,Sold
SALE0133,CUST0133,PROJ001,001-B-121,2012-09-24,5051415,BRK006,Sold
SALE0134,CUST0134,PROJ002,002-D-125,2012-09-30,20075371,BRK005,Sold
SALE0135,CUST0135,PROJ003,003-D-143,2012-10-01,6591633,BRK008,Sold
SALE0136,CUST0136,PROJ001,001-B-116,2012-10-02,6191834,BRK012,Sold
SALE0137,CUST0137,PROJ003,003-C-110,2012-10-03,9767536,BRK014,Sold
SALE0138,CUST0138,PROJ003,003-B-105,2012-10-09,10419274,BRK015,Sold
SALE0139,CUST0139,PROJ003,003-C-101,2012-10-09,6764150,BRK013,Sold
SALE0140,CUST0140,PROJ001,001-D-108,2012-10-14,7017278,BRK011,Sold
SALE0141,CUST0141,PROJ003,003-B-102,2012-10-16,9428699,BRK010,Sold
SALE0142,CUST0142,PROJ001,001-D-129,2012-10-24,5009194,BRK015,Sold
SALE0143,CUST0143,PROJ001,001-A-112,2012-10-26,6462521,BRK002,Sold
SALE0144,CUST0144,PROJ002,002-A-126,2012-10-29,28849679,BRK014,Sold
SALE0145,CUST0145,PROJ003,003-D-138,2012-11-01,9305232,BRK003,Sold
SALE0146,CUST0146,PROJ001,001-C-115,2012-11-03,6345494,BRK011,Sold
SALE0147,CUST0147,PROJ002,002-B-107,2012-11-03,20466182,BRK005,Sold
SALE0148,CUST0148,PROJ001,001-D-111,2012-11-04,7040103,BRK010,Sold
SALE0149,CUST0149,PROJ001,001-C-124,2012-11-06,6945585,BRK001,Sold
SALE0150,CUST0150,PROJ002,002-B-130,2012-11-06,20780887,BRK002,Sold
SALE0151,CUST0151,PROJ003,003-A-109,2012-11-07,8829602,BRK014,Sold
SALE0152,CUST0152,PROJ002,002-A-130,2012-11-08,24329335,BRK009,Sold
SALE0153,CUST0153,PROJ003,003-B-133,2012-11-11,7599079,BRK004,Sold
SALE0154,CUST0154,PROJ003,003-D-142,2012-11-12,7017435,BRK004,Sold
SALE0155,CUST0155,PROJ001,001-B-119,2012-11-17,6678695,BRK003,Sold
SALE0156,CUST0156,PROJ002,002-D-130,2012-11-21,23553133,BRK015,Sold
SALE0157,CUST0157,PROJ002,002-D-118,2012-11-23,24394596,BRK002,Sold
SALE0158,CUST0158,PROJ001,001-A-126,2012-11-26,5099490,BRK003,Sold
SALE0159,CUST0159,PROJ003,003-C-120,2012-11-29,7598640,BRK008,Sold
SALE0160,CUST0160,PROJ003,003-A-146,2012-12-01,8214939,BRK007,Sold
SALE0161,CUST0161,PROJ001,001-B-125,2012-12-02,6351715,BRK005,Sold
SALE0162,CUST0162,PROJ003,003-B-150,2012-12-03,9551600,BRK006,Sold
SALE0163,CUST0163,PROJ001,001-D-128,2012-12-04,5301793,BRK006,Sold
SALE0164,CUST0164,PROJ003,003-C-115,2012-12-10,7231363,BRK002,Sold
SALE0165,CUST0165,PROJ001,001-B-129,2012-12-17,5678606,BRK009,Sold
SALE0166,CUST0166,PROJ002,002-A-125,2012-12-19,26588933,BRK015,Sold
SALE0167,CUST0167,PROJ003,003-D-122,2012-12-19,8451048,BRK011,Sold
SALE0168,CUST0168,PROJ002,002-D-108,2012-12-24,17629361,BRK014,Sold
SALE0169,CUST0169,PROJ001,001-A-123,2012-12-26,5241206,BRK002,Sold
SALE0170,CUST0170,PROJ003,003-C-125,2012-12-28,7075948,BRK008,Sold
SALE0171,CUST0171,PROJ001,001-B-101,2012-12-29,6815801,BRK015,Sold
SALE0172,CUST0172,PROJ001,001-D-123,2013-01-02,6563411,BRK004,Sold
SALE0173,CUST0173,PROJ001,001-C-127,2013-01-03,7303338,BRK014,Sold
SALE0174,CUST0174,PROJ003,003-B-112,2013-01-03,7862075,BRK003,Sold
SALE0175,CUST0175,PROJ003,003-C-104,2013-01-05,8286945,BRK013,Sold
SALE0176,CUST0176,PROJ001,001-C-116,2013-01-11,6259705,BRK010,Sold
SALE0177,CUST0177,PROJ001,001-B-113,2013-01-14,5538708,BRK009,Sold
SALE0178,CUST0178,PROJ003,003-C-126,2013-01-19,9478978,BRK013,Sold
SALE0179,CUST0179,PROJ001,001-D-109,2013-01-21,7389535,BRK009,Sold
SALE0180,CUST0180,PROJ001,001-A-136,2013-01-22,6502151,BRK014,Sold
SALE0181,CUST0181,PROJ003,003-C-146,2013-01-26,9275245,BRK002,Sold
SALE0182,CUST0182,PROJ002,002-C-111,2013-01-27,27551237,BRK014,Sold
SALE0183,CUST0183,PROJ003,003-B-129,2013-01-30,10933221,BRK001,Sold
SALE0184,CUST0184,PROJ001,001-B-103,2013-01-31,5810778,BRK009,Sold
SALE0185,CUST0185,PROJ002,002-C-127,2013-02-02,22731580,BRK004,Sold
SALE0186,CUST0186,PROJ003,003-B-107,2013-02-02,7222957,BRK011,Sold
SALE0187,CUST0187,PROJ002,002-A-124,2013-02-07,26204892,BRK005,Sold
SALE0188,CUST0188,PROJ003,003-C-135,2013-02-08,7747267,BRK011,Sold
SALE0189,CUST0189,PROJ003,003-C-117,2013-02-09,7634684,BRK015,Sold
SALE0190,CUST0190,PROJ003,003-A-145,2013-02-11,10586605,BRK003,Sold
SALE0191,CUST0191,PROJ003,003-A-108,2013-02-11,9259074,BRK001,Sold
SALE0192,CUST0192,PROJ001,001-C-110,2013-02-12,6573701,BRK007,Sold
SALE0193,CUST0193,PROJ003,003-B-110,2013-02-13,9064753,BRK009,Sold
SALE0194,CUST0194,PROJ002,002-A-122,2013-02-14,18332014,BRK002,Sold
SALE0195,CUST0195,PROJ002,002-D-124,2013-02-20,24915911,BRK008,Sold
SALE0196,CUST0196,PROJ003,003-C-134,2013-02-21,9939245,BRK006,Sold
SALE0197,CUST0197,PROJ003,003-C-129,2013-02-22,9126369,BRK013,Sold
SALE0198,CUST0198,PROJ003,003-B-134,2013-03-04,8614555,BRK010,Sold
SALE0199,CUST0199,PROJ001,001-D-137,2013-03-05,6411100,BRK009,Sold
SALE0200,CUST0200,PROJ001,001-A-129,2013-03-06,5236997,BRK012,Sold
SALE0201,CUST0201,PROJ001,001-A-115,2013-03-14,6551949,BRK003,Sold
SALE0202,CUST0202,PROJ003,003-B-128,2013-03-14,8791604,BRK011,Sold
SALE0203,CUST0203,PROJ002,002-A-106,2013-03-19,15421749,BRK006,Sold
SALE0204,CUST0204,PROJ001,001-B-117,2013-03-20,6162701,BRK007,Sold
SALE0205,CUST0205,PROJ003,003-B-149,2013-03-23,9292775,BRK010,Sold
SALE0206,CUST0206,PROJ002,002-C-115,2013-03-24,20497397,BRK002,Sold
SALE0207,CUST0207,PROJ003,003-D-108,2013-03-24,9382822,BRK013,Sold
SALE0208,CUST0208,PROJ003,003-D-141,2013-03-26,8602024,BRK009,Sold
SALE0209,CUST0209,PROJ001,001-A-104,2013-03-28,6177895,BRK009,Sold
SALE0210,CUST0210,PROJ001,001-A-130,2013-04-08,7123277,BRK009,Sold
SALE0211,CUST0211,PROJ002,002-A-115,2013-04-12,17353204,BRK007,Sold
SALE0212,CUST0212,PROJ001,001-D-131,2013-04-17,6370590,BRK006,Sold
SALE0213,CUST0213,PROJ002,002-C-120,2013-04-17,22044970,BRK002,Sold
SALE0214,CUST0214,PROJ001,001-D-122,2013-04-22,6841514,BRK001,Sold
SALE0215,CUST0215,PROJ003,003-C-140,2013-04-22,10850993,BRK010,Sold
SALE0216,CUST0216,PROJ001,001-A-117,2013-04-23,7399601,BRK009,Sold
SALE0217,CUST0217,PROJ001,001-C-108,2013-04-24,5131120,BRK013,Sold
SALE0218,CUST0218,PROJ003,003-A-121,2013-05-11,7158438,BRK009,Sold
SALE0219,CUST0219,PROJ003,003-A-116,2013-05-12,10084716,BRK004,Sold
SALE0220,CUST0220,PROJ001,001-D-133,2013-05-13,5108322,BRK007,Sold
SALE0221,CUST0221,PROJ001,001-C-135,2013-05-22,4874301,BRK011,Sold
SALE0222,CUST0222,PROJ001,001-D-105,2013-05-29,5791924,BRK002,Sold
SALE0223,CUST0223,PROJ003,003-D-107,2013-06-11,6266295,BRK007,Sold
SALE0224,CUST0224,PROJ003,003-B-127,2013-06-15,9713824,BRK012,Sold
SALE0225,CUST0225,PROJ001,001-C-125,2013-06-16,6695437,BRK009,Sold
SALE0226,CUST0226,PROJ002,002-B-129,2013-06-16,28574798,BRK013,Sold
SALE0227,CUST0227,PROJ001,001-D-104,2013-06-22,4919422,BRK004,Sold
SALE0228,CUST0228,PROJ003,003-B-101,2013-06-23,9903678,BRK008,Sold
SALE0229,CUST0229,PROJ003,003-B-103,2013-06-29,10340551,BRK003,Sold
SALE0230,CUST0230,PROJ002,002-C-105,2013-07-01,25661962,BRK014,Sold
SALE0231,CUST0231,PROJ001,001-C-134,2013-07-02,5137544,BRK003,Sold
SALE0232,CUST0232,PROJ003,003-D-119,2013-07-02,8493641,BRK009,Sold
SALE0233,CUST0233,PROJ003,003-B-139,2013-07-04,7531261,BRK006,Sold
SALE0234,CUST0234,PROJ003,003-C-132,2013-07-05,10220643,BRK012,Sold
SALE0235,CUST0235,PROJ002,002-B-101,2013-07-17,18876182,BRK002,Sold
SALE0236,CUST0236,PROJ003,003-D-111,2013-07-21,6494882,BRK014,Sold
SALE0237,CUST0237,PROJ001,001-D-107,2013-07-23,6038744,BRK008,Sold
SALE0238,CUST0238,PROJ002,002-D-126,2013-07-23,27155741,BRK012,Sold
SALE0239,CUST0239,PROJ001,001-C-137,2013-07-26,6288152,BRK006,Sold
SALE0240,CUST0240,PROJ001,001-A-107,2013-07-28,6237327,BRK014,Sold
SALE0241,CUST0241,PROJ003,003-A-127,2013-07-31,10829630,BRK007,Sold
SALE0242,CUST0242,PROJ001,001-B-105,2013-08-03,5866411,BRK010,Sold
SALE0243,CUST0243,PROJ003,003-A-141,2013-08-04,8873835,BRK008,Sold
SALE0244,CUST0244,PROJ001,001-B-106,2013-08-06,6036890,BRK008,Sold
SALE0245,CUST0245,PROJ003,003-D-145,2013-08-10,9690272,BRK008,Sold
SALE0246,CUST0246,PROJ003,003-D-113,2013-08-22,7794097,BRK004,Sold
SALE0247,CUST0247,PROJ002,002-A-119,2013-08-23,17684791,BRK010,Sold
SALE0248,CUST0248,PROJ003,003-A-136,2013-08-24,6671443,BRK007,Sold
SALE0249,CUST0249,PROJ002,002-C-116,2013-08-28,24115688,BRK006,Sold
SALE0250,CUST0250,PROJ003,003-D-104,2013-08-28,8219358,BRK009,Sold
SALE0251,CUST0251,PROJ002,002-D-117,2013-09-16,20679986,BRK008,Sold
SALE0252,CUST0252,PROJ003,003-D-133,2013-09-16,7330837,BRK013,Sold
SALE0253,CUST0253,PROJ002,002-B-112,2013-09-21,23960410,BRK008,Sold
SALE0254,CUST0254,PROJ003,003-D-132,2013-09-22,8770867,BRK011,Sold
SALE0255,CUST0255,PROJ003,003-A-106,2013-09-24,10040219,BRK012,Sold
SALE0256,CUST0256,PROJ003,003-D-127,2013-09-25,6778462,BRK004,Sold
SALE0257,CUST0257,PROJ003,003-D-115,2013-09-26,10413586,BRK013,Sold
SALE0258,CUST0258,PROJ002,002-A-102,2013-09-30,20166245,BRK008,Sold
SALE0259,CUST0259,PROJ003,003-B-109,2013-10-04,6260956,BRK002,Sold
SALE0260,CUST0260,PROJ003,003-A-140,2013-10-05,10354294,BRK003,Sold
SALE0261,CUST0261,PROJ002,002-D-115,2013-10-06,23905687,BRK001,Sold
SALE0262,CUST0262,PROJ002,002-C-129,2013-10-06,21668601,BRK010,Sold
SALE0263,CUST0263,PROJ003,003-D-131,2013-10-17,7215479,BRK004,Sold
SALE0264,CUST0264,PROJ003,003-A-138,2013-10-17,9226005,BRK002,Sold
SALE0265,CUST0265,PROJ002,002-A-123,2013-10-20,26150978,BRK006,Sold
SALE0266,CUST0266,PROJ003,003-D-139,2013-10-21,10005624,BRK001,Sold
SALE0267,CUST0267,PROJ003,003-A-134,2013-10-27,7257662,BRK013,Sold
SALE0268,CUST0268,PROJ002,002-A-101,2013-10-29,28643746,BRK012,Sold
SALE0269,CUST0269,PROJ003,003-D-112,2013-11-03,8247920,BRK001,Sold
SALE0270,CUST0270,PROJ003,003-B-147,2013-11-05,9381341,BRK012,Sold
SALE0271,CUST0271,PROJ002,002-C-104,2013-11-06,24107180,BRK014,Sold
SALE0272,CUST0272,PROJ002,002-D-103,2013-11-09,22773825,BRK004,Sold
SALE0273,CUST0273,PROJ002,002-D-122,2013-11-12,19644324,BRK001,Sold
SALE0274,CUST0274,PROJ002,002-B-116,2013-11-21,19430772,BRK014,Sold
SALE0275,CUST0275,PROJ003,003-B-116,2013-11-22,10974424,BRK014,Sold
SALE0276,CUST0276,PROJ002,002-C-124,2013-11-28,29112409,BRK005,Sold
SALE0277,CUST0277,PROJ002,002-C-122,2013-12-05,27014953,BRK004,Sold
SALE0278,CUST0278,PROJ003,003-D-109,2013-12-09,9249989,BRK015,Sold
SALE0279,CUST0279,PROJ003,003-D-150,2013-12-10,9899805,BRK014,Sold
SALE0280,CUST0280,PROJ002,002-B-114,2013-12-11,24776504,BRK013,Sold
SALE0281,CUST0281,PROJ002,002-C-109,2013-12-14,18833969,BRK005,Sold
SALE0282,CUST0282,PROJ003,003-B-138,2013-12-16,9439461,BRK001,Sold
SALE0283,CUST0283,PROJ003,003-C-131,2013-12-23,8489406,BRK001,Sold
SALE0284,CUST0284,PROJ002,002-C-118,2013-12-26,20125412,BRK013,Sold
SALE0285,CUST0285,PROJ003,003-B-104,2013-12-29,8401842,BRK005,Sold
SALE0286,CUST0286,PROJ002,002-A-113,2013-12-30,19751517,BRK001,Sold
SALE0287,CUST0287,PROJ003,003-B-148,2013-12-30,10090120,BRK008,Sold
SALE0288,CUST0288,PROJ003,003-C-144,2014-01-14,7602816,BRK010,Sold
SALE0289,CUST0289,PROJ002,002-D-110,2014-01-24,26506903,BRK008,Sold
SALE0290,CUST0290,PROJ003,003-A-148,2014-01-27,9806857,BRK012,Sold
SALE0291,CUST0291,PROJ003,003-A-125,2014-01-27,9143600,BRK002,Sold
SALE0292,CUST0292,PROJ003,003-C-149,2014-02-01,10351427,BRK006,Sold
SALE0293,CUST0293,PROJ002,002-C-128,2014-02-07,23832615,BRK001,Sold
SALE0294,CUST0294,PROJ003,003-D-134,2014-02-07,7178979,BRK001,Sold
SALE0295,CUST0295,PROJ003,003-A-114,2014-02-07,9740960,BRK001,Sold
SALE0296,CUST0296,PROJ003,003-A-139,2014-02-07,10752894,BRK009,Sold
SALE0297,CUST0297,PROJ003,003-C-103,2014-02-10,7870116,BRK012,Sold
SALE0298,CUST0298,PROJ002,002-A-104,2014-02-15,19325407,BRK002,Sold
SALE0299,CUST0299,PROJ003,003-C-112,2014-02-16,8464490,BRK006,Sold
SALE0300,CUST0300,PROJ003,003-C-138,2014-02-22,8586770,BRK012,Sold
SALE0301,CUST0301,PROJ002,002-D-107,2014-02-23,26784253,BRK012,Sold
SALE0302,CUST0302,PROJ003,003-D-103,2014-02-23,7709594,BRK002,Sold
SALE0303,CUST0303,PROJ003,003-B-123,2014-02-25,6667935,BRK007,Sold
SALE0304,CUST0304,PROJ002,002-B-124,2014-03-01,25468251,BRK008,Sold
SALE0305,CUST0305,PROJ002,002-B-105,2014-03-05,28097234,BRK002,Sold
SALE0306,CUST0306,PROJ002,002-D-128,2014-03-08,24196781,BRK005,Sold
SALE0307,CUST0307,PROJ003,003-A-135,2014-03-20,8374671,BRK001,Sold
SALE0308,CUST0308,PROJ004,004-D-131,2014-03-24,12276201,BRK003,Sold
SALE0309,CUST0309,PROJ002,002-C-117,2014-03-25,16287259,BRK007,Sold
SALE0310,CUST0310,PROJ004,004-A-130,2014-03-25,18250613,BRK001,Sold
SALE0311,CUST0311,PROJ004,004-A-122,2014-04-03,21700330,BRK005,Sold
SALE0312,CUST0312,PROJ003,003-B-118,2014-04-05,6565969,BRK013,Sold
SALE0313,CUST0313,PROJ004,004-D-113,2014-04-06,23465905,BRK006,Sold
SALE0314,CUST0314,PROJ003,003-D-130,2014-04-09,6127073,BRK012,Sold
SALE0315,CUST0315,PROJ003,003-A-120,2014-04-16,8017285,BRK015,Sold
SALE0316,CUST0316,PROJ004,004-B-135,2014-04-21,20073034,BRK015,Sold
