SalesID,CustomerID,ProjectID,PropertyID,DateOfSale,SalePrice(INR),BrokerID,Status
SALE0101,CUST0101,PROJ002,002-B-122,2012-03-30,15879269,BRK010,Sold
SALE0102,CUST0102,PROJ001,001-A-124,2012-04-02,4917134,BRK001,Sold
SALE0103,CUST0103,PROJ001,001-B-111,2012-04-04,5726309,BRK015,Sold
SALE0104,CUST0104,PROJ001,001-D-102,2012-04-09,4703764,BRK007,Sold
SALE0105,CUST0105,PROJ001,001-B-123,2012-04-24,4705185,BRK009,Sold
SALE0106,CUST0106,PROJ001,001-D-131,2012-04-25,6413414,BRK008,Sold
SALE0107,CUST0107,PROJ001,001-A-103,2012-04-29,5262985,BRK013,Sold
SALE0108,CUST0108,PROJ001,001-D-103,2012-04-30,4996307,BRK008,Sold
SALE0109,CUST0109,PROJ001,001-A-112,2012-05-23,5192075,BRK014,Sold
SALE0110,CUST0110,PROJ001,001-A-126,2012-05-30,7176913,BRK003,Sold
SALE0111,CUST0111,PROJ002,002-A-121,2012-06-02,23753211,BRK011,Sold
SALE0112,CUST0112,PROJ001,001-C-103,2012-06-03,5161255,BRK012,Sold
SALE0113,CUST0113,PROJ001,001-D-110,2012-06-03,5278567,BRK001,Sold
SALE0114,CUST0114,PROJ002,002-A-129,2012-06-08,22720300,BRK004,Sold
SALE0115,CUST0115,PROJ001,001-A-133,2012-06-13,7017928,BRK002,Sold
SALE0116,CUST0116,PROJ002,002-C-101,2012-06-20,27581444,BRK002,Sold
SALE0117,CUST0117,PROJ001,001-B-120,2012-06-27,7397423,BRK005,Sold
SALE0118,CUST0118,PROJ002,002-B-113,2012-06-30,27365298,BRK011,Sold
SALE0119,CUST0119,PROJ001,001-B-117,2012-07-02,5437309,BRK014,Sold
SALE0120,CUST0120,PROJ001,001-D-108,2012-07-08,5584619,BRK008,Sold
SALE0121,CUST0121,PROJ001,001-A-125,2012-07-13,5056067,BRK001,Sold
SALE0122,CUST0122,PROJ001,001-D-126,2012-07-15,6294530,BRK004,Sold
SALE0123,CUST0123,PROJ002,002-B-120,2012-07-22,18836559,BRK002,Sold
SALE0124,CUST0124,PROJ001,001-C-122,2012-07-23,4978506,BRK013,Sold
SALE0125,CUST0125,PROJ002,002-B-127,2012-07-26,16697598,BRK012,Sold
SALE0126,CUST0126,PROJ002,002-C-116,2012-07-31,23513195,BRK003,Sold
SALE0127,CUST0127,PROJ002,002-B-119,2012-08-01,27928307,BRK003,Sold
SALE0128,CUST0128,PROJ002,002-B-109,2012-08-02,27068490,BRK013,Sold
SALE0129,CUST0129,PROJ001,001-C-115,2012-08-05,4759814,BRK003,Sold
SALE0130,CUST0130,PROJ001,001-A-135,2012-08-08,7363177,BRK004,Sold
SALE0131,CUST0131,PROJ002,002-D-106,2012-08-12,15636144,BRK001,Sold
SALE0132,CUST0132,PROJ001,001-D-133,2012-08-17,6928217,BRK007,Sold
SALE0133,CUST0133,PROJ002,002-A-112,2012-08-29,15295012,BRK006,Sold
SALE0134,CUST0134,PROJ002,002-A-101,2012-09-04,29936788,BRK005,Sold
SALE0135,CUST0135,PROJ001,001-C-105,2012-09-12,4647371,BRK004,Sold
SALE0136,CUST0136,PROJ001,001-C-118,2012-09-17,6840661,BRK005,Sold
SALE0137,CUST0137,PROJ001,001-C-134,2012-09-23,4863325,BRK008,Sold
SALE0138,CUST0138,PROJ001,001-C-132,2012-09-23,5094712,BRK009,Sold
SALE0139,CUST0139,PROJ002,002-A-122,2012-10-10,20438228,BRK005,Sold
SALE0140,CUST0140,PROJ001,001-D-124,2012-10-11,7118969,BRK010,Sold
SALE0141,CUST0141,PROJ003,003-C-129,2012-10-11,10426191,BRK002,Sold
SALE0142,CUST0142,PROJ003,003-C-126,2012-10-13,10686171,BRK011,Sold
SALE0143,CUST0143,PROJ001,001-A-111,2012-10-17,6406189,BRK007,Sold
SALE0144,CUST0144,PROJ001,001-C-114,2012-10-18,6414333,BRK013,Sold
SALE0145,CUST0145,PROJ002,002-A-125,2012-10-19,29979390,BRK012,Sold
SALE0146,CUST0146,PROJ002,002-D-116,2012-10-22,22485945,BRK009,Sold
SALE0147,CUST0147,PROJ003,003-D-133,2012-10-28,6091166,BRK002,Sold
SALE0148,CUST0148,PROJ002,002-C-123,2012-10-30,28959687,BRK010,Sold
SALE0149,CUST0149,PROJ003,003-D-121,2012-10-30,7438714,BRK001,Sold
SALE0150,CUST0150,PROJ003,003-A-144,2012-11-02,10406891,BRK007,Sold
SALE0151,CUST0151,PROJ001,001-A-117,2012-11-05,5773438,BRK007,Sold
SALE0152,CUST0152,PROJ003,003-C-146,2012-11-07,9125904,BRK005,Sold
SALE0153,CUST0153,PROJ001,001-D-132,2012-11-09,5045962,BRK001,Sold
SALE0154,CUST0154,PROJ002,002-B-125,2012-11-19,27953297,BRK013,Sold
SALE0155,CUST0155,PROJ001,001-A-122,2012-11-22,5138567,BRK008,Sold
SALE0156,CUST0156,PROJ002,002-B-103,2012-11-23,26745509,BRK003,Sold
SALE0157,CUST0157,PROJ001,001-D-105,2012-11-26,4644297,BRK012,Sold
SALE0158,CUST0158,PROJ003,003-D-119,2012-11-26,6573484,BRK010,Sold
SALE0159,CUST0159,PROJ001,001-B-127,2012-12-05,7165952,BRK001,Sold
SALE0160,CUST0160,PROJ001,001-A-102,2012-12-19,7109163,BRK008,Sold
SALE0161,CUST0161,PROJ001,001-A-121,2012-12-22,7004984,BRK013,Sold
SALE0162,CUST0162,PROJ001,001-D-127,2012-12-28,5795991,BRK002,Sold
SALE0163,CUST0163,PROJ001,001-C-109,2012-12-28,7367635,BRK014,Sold
SALE0164,CUST0164,PROJ001,001-B-110,2013-01-02,4905400,BRK011,Sold
SALE0165,CUST0165,PROJ003,003-A-124,2013-01-02,10392364,BRK015,Sold
SALE0166,CUST0166,PROJ001,001-A-101,2013-01-05,5354245,BRK002,Sold
SALE0167,CUST0167,PROJ001,001-B-125,2013-01-08,5955651,BRK014,Sold
SALE0168,CUST0168,PROJ002,002-B-116,2013-01-17,26610276,BRK001,Sold
SALE0169,CUST0169,PROJ003,003-D-129,2013-01-20,7708981,BRK011,Sold
SALE0170,CUST0170,PROJ003,003-C-118,2013-01-22,8755047,BRK010,Sold
SALE0171,CUST0171,PROJ003,003-A-125,2013-01-25,7667296,BRK014,Sold
SALE0172,CUST0172,PROJ003,003-B-126,2013-01-31,9739401,BRK001,Sold
SALE0173,CUST0173,PROJ002,002-C-107,2013-02-05,16244221,BRK007,Sold
SALE0174,CUST0174,PROJ001,001-B-137,2013-02-09,6611564,BRK007,Sold
SALE0175,CUST0175,PROJ003,003-B-101,2013-02-14,9005502,BRK005,Sold
SALE0176,CUST0176,PROJ001,001-B-119,2013-02-19,6585521,BRK015,Sold
SALE0177,CUST0177,PROJ001,001-C-126,2013-02-24,5387035,BRK012,Sold
SALE0178,CUST0178,PROJ003,003-B-122,2013-02-24,7980859,BRK002,Sold
SALE0179,CUST0179,PROJ003,003-D-120,2013-02-27,8422173,BRK005,Sold
SALE0180,CUST0180,PROJ003,003-A-104,2013-02-27,8446521,BRK003,Sold
SALE0181,CUST0181,PROJ003,003-B-134,2013-02-27,10973268,BRK012,Sold
SALE0182,CUST0182,PROJ001,001-D-129,2013-02-28,5204451,BRK006,Sold
SALE0183,CUST0183,PROJ003,003-D-117,2013-02-28,9980702,BRK011,Sold
SALE0184,CUST0184,PROJ003,003-A-145,2013-02-28,8460637,BRK013,Sold
SALE0185,CUST0185,PROJ002,002-B-117,2013-03-01,23492981,BRK001,Sold
SALE0186,CUST0186,PROJ003,003-B-115,2013-03-04,7014994,BRK013,Sold
SALE0187,CUST0187,PROJ001,001-D-117,2013-03-07,6236442,BRK004,Sold
SALE0188,CUST0188,PROJ003,003-A-101,2013-03-08,6464514,BRK002,Sold
SALE0189,CUST0189,PROJ003,003-D-143,2013-03-14,10812981,BRK008,Sold
SALE0190,CUST0190,PROJ002,002-C-102,2013-03-19,16244221,BRK008,Sold
SALE0191,CUST0191,PROJ003,003-B-132,2013-03-20,8583059,BRK011,Sold
SALE0192,CUST0192,PROJ003,003-B-130,2013-03-21,9383890,BRK002,Sold
SALE0193,CUST0193,PROJ001,001-A-128,2013-03-22,5464878,BRK001,Sold
SALE0194,CUST0194,PROJ001,001-B-107,2013-03-22,6577427,BRK014,Sold
SALE0195,CUST0195,PROJ003,003-A-141,2013-03-24,7263560,BRK006,Sold
SALE0196,CUST0196,PROJ001,001-B-121,2013-03-25,6579934,BRK010,Sold
SALE0197,CUST0197,PROJ003,003-C-144,2013-03-28,8178605,BRK013,Sold
SALE0198,CUST0198,PROJ003,003-C-150,2013-04-05,10535002,BRK007,Sold
SALE0199,CUST0199,PROJ001,001-B-106,2013-04-08,5124048,BRK006,Sold
SALE0200,CUST0200,PROJ002,002-A-124,2013-04-09,26036109,BRK002,Sold
SALE0201,CUST0201,PROJ002,002-B-129,2013-04-13,18391656,BRK004,Sold
SALE0202,CUST0202,PROJ003,003-D-135,2013-04-13,6988287,BRK009,Sold
SALE0203,CUST0203,PROJ002,002-D-120,2013-04-14,28273014,BRK012,Sold
SALE0204,CUST0204,PROJ002,002-C-128,2013-04-15,21100121,BRK008,Sold
SALE0205,CUST0205,PROJ003,003-B-142,2013-04-17,7639739,BRK006,Sold
SALE0206,CUST0206,PROJ003,003-C-111,2013-04-17,10045487,BRK001,Sold
SALE0207,CUST0207,PROJ001,001-C-104,2013-04-19,6628472,BRK013,Sold
SALE0208,CUST0208,PROJ002,002-C-103,2013-04-19,26625098,BRK007,Sold
SALE0209,CUST0209,PROJ003,003-C-127,2013-04-19,7302250,BRK004,Sold
SALE0210,CUST0210,PROJ003,003-B-140,2013-04-20,10906560,BRK013,Sold
SALE0211,CUST0211,PROJ001,001-D-125,2013-04-24,4777379,BRK008,Sold
SALE0212,CUST0212,PROJ003,003-D-109,2013-04-25,10860556,BRK011,Sold
SALE0213,CUST0213,PROJ003,003-B-104,2013-04-27,9040130,BRK004,Sold
SALE0214,CUST0214,PROJ001,001-B-126,2013-04-28,6386421,BRK003,Sold
SALE0215,CUST0215,PROJ003,003-D-104,2013-05-05,8855654,BRK008,Sold
SALE0216,CUST0216,PROJ003,003-A-112,2013-05-07,7192366,BRK013,Sold
SALE0217,CUST0217,PROJ003,003-C-147,2013-05-07,6958360,BRK012,Sold
SALE0218,CUST0218,PROJ001,001-D-106,2013-05-08,4748871,BRK003,Sold
SALE0219,CUST0219,PROJ001,001-C-127,2013-05-10,4537327,BRK014,Sold
SALE0220,CUST0220,PROJ002,002-A-111,2013-05-10,17253825,BRK003,Sold
SALE0221,CUST0221,PROJ001,001-C-129,2013-05-14,5793034,BRK015,Sold
SALE0222,CUST0222,PROJ002,002-D-103,2013-05-19,26177516,BRK004,Sold
SALE0223,CUST0223,PROJ002,002-D-125,2013-05-25,28729080,BRK004,Sold
SALE0224,CUST0224,PROJ003,003-A-143,2013-05-30,8451948,BRK010,Sold
SALE0225,CUST0225,PROJ001,001-C-102,2013-06-07,5547465,BRK003,Sold
SALE0226,CUST0226,PROJ003,003-C-104,2013-06-09,7696115,BRK006,Sold
SALE0227,CUST0227,PROJ002,002-C-122,2013-06-14,19621838,BRK012,Sold
SALE0228,CUST0228,PROJ002,002-C-109,2013-06-19,21826664,BRK010,Sold
SALE0229,CUST0229,PROJ003,003-D-124,2013-06-25,6740376,BRK015,Sold
SALE0230,CUST0230,PROJ001,001-B-133,2013-07-02,5811575,BRK002,Sold
SALE0231,CUST0231,PROJ001,001-B-113,2013-07-05,7335351,BRK014,Sold
SALE0232,CUST0232,PROJ001,001-D-121,2013-07-09,6134798,BRK012,Sold
SALE0233,CUST0233,PROJ002,002-D-122,2013-07-10,21379062,BRK006,Sold
SALE0234,CUST0234,PROJ003,003-D-125,2013-07-10,9899072,BRK002,Sold
SALE0235,CUST0235,PROJ003,003-C-102,2013-07-20,7014903,BRK003,Sold
SALE0236,CUST0236,PROJ001,001-A-109,2013-07-23,5797711,BRK009,Sold
SALE0237,CUST0237,PROJ001,001-C-117,2013-07-28,5328980,BRK009,Sold
SALE0238,CUST0238,PROJ002,002-A-128,2013-07-28,24974557,BRK003,Sold
SALE0239,CUST0239,PROJ001,001-A-116,2013-08-02,4591698,BRK004,Sold
SALE0240,CUST0240,PROJ001,001-D-113,2013-08-03,5758786,BRK007,Sold
SALE0241,CUST0241,PROJ001,001-A-115,2013-08-04,4621306,BRK005,Sold
SALE0242,CUST0242,PROJ001,001-C-123,2013-08-06,7356506,BRK006,Sold
SALE0243,CUST0243,PROJ002,002-B-126,2013-08-11,22335353,BRK004,Sold
SALE0244,CUST0244,PROJ002,002-D-107,2013-08-17,27988860,BRK013,Sold
SALE0245,CUST0245,PROJ001,001-D-104,2013-08-18,5753423,BRK004,Sold
SALE0246,CUST0246,PROJ003,003-D-107,2013-08-24,9557403,BRK007,Sold
SALE0247,CUST0247,PROJ002,002-C-120,2013-08-27,29246340,BRK013,Sold
SALE0248,CUST0248,PROJ003,003-A-140,2013-08-30,9471920,BRK008,Sold
SALE0249,CUST0249,PROJ003,003-C-143,2013-09-04,9902612,BRK002,Sold
SALE0250,CUST0250,PROJ003,003-C-140,2013-09-05,8867215,BRK007,Sold
SALE0251,CUST0251,PROJ003,003-B-108,2013-09-10,7336850,BRK003,Sold
SALE0252,CUST0252,PROJ002,002-C-130,2013-09-21,16150013,BRK003,Sold
SALE0253,CUST0253,PROJ003,003-D-111,2013-09-22,7713888,BRK014,Sold
SALE0254,CUST0254,PROJ002,002-A-104,2013-09-24,26559456,BRK015,Sold
SALE0255,CUST0255,PROJ003,003-C-109,2013-09-27,7581351,BRK007,Sold
SALE0256,CUST0256,PROJ003,003-C-149,2013-09-29,9381100,BRK012,Sold
SALE0257,CUST0257,PROJ002,002-D-104,2013-10-01,18533205,BRK013,Sold
SALE0258,CUST0258,PROJ003,003-D-110,2013-10-02,6852821,BRK008,Sold
SALE0259,CUST0259,PROJ003,003-B-109,2013-10-03,10685898,BRK012,Sold
SALE0260,CUST0260,PROJ003,003-D-145,2013-10-21,6404759,BRK015,Sold
SALE0261,CUST0261,PROJ003,003-D-147,2013-10-24,10424370,BRK002,Sold
SALE0262,CUST0262,PROJ003,003-D-106,2013-11-02,9165501,BRK014,Sold
SALE0263,CUST0263,PROJ003,003-B-112,2013-11-03,9681115,BRK010,Sold
SALE0264,CUST0264,PROJ003,003-D-102,2013-11-08,6032255,BRK013,Sold
SALE0265,CUST0265,PROJ003,003-B-119,2013-11-08,7922763,BRK010,Sold
SALE0266,CUST0266,PROJ003,003-D-148,2013-11-14,6380239,BRK008,Sold
SALE0267,CUST0267,PROJ003,003-A-135,2013-11-18,8183342,BRK005,Sold
SALE0268,CUST0268,PROJ002,002-D-112,2013-11-21,25883876,BRK004,Sold
SALE0269,CUST0269,PROJ003,003-B-113,2013-11-23,7515880,BRK003,Sold
SALE0270,CUST0270,PROJ002,002-A-123,2013-11-25,17180347,BRK004,Sold
SALE0271,CUST0271,PROJ003,003-C-137,2013-11-26,9372290,BRK008,Sold
SALE0272,CUST0272,PROJ003,003-B-129,2013-12-05,9442678,BRK014,Sold
SALE0273,CUST0273,PROJ002,002-A-130,2013-12-10,19443529,BRK001,Sold
SALE0274,CUST0274,PROJ003,003-A-131,2013-12-11,9302797,BRK007,Sold
SALE0275,CUST0275,PROJ003,003-B-136,2013-12-14,10142264,BRK012,Sold
SALE0276,CUST0276,PROJ002,002-D-121,2013-12-19,28124614,BRK015,Sold
SALE0277,CUST0277,PROJ003,003-D-126,2013-12-19,10871752,BRK002,Sold
SALE0278,CUST0278,PROJ002,002-B-106,2013-12-20,17643869,BRK013,Sold
SALE0279,CUST0279,PROJ002,002-B-123,2013-12-26,18562774,BRK013,Sold
SALE0280,CUST0280,PROJ002,002-C-105,2013-12-29,27289796,BRK007,Sold
SALE0281,CUST0281,PROJ002,002-A-127,2013-12-31,18737607,BRK001,Sold
SALE0282,CUST0282,PROJ003,003-A-106,2014-01-05,7092675,BRK012,Sold
SALE0283,CUST0283,PROJ002,002-B-104,2014-01-08,24558063,BRK008,Sold
SALE0284,CUST0284,PROJ002,002-D-127,2014-01-10,19270123,BRK008,Sold
SALE0285,CUST0285,PROJ003,003-A-138,2014-01-12,7919982,BRK002,Sold
SALE0286,CUST0286,PROJ003,003-C-134,2014-01-14,7690231,BRK006,Sold
SALE0287,CUST0287,PROJ003,003-C-119,2014-01-18,10810482,BRK014,Sold
SALE0288,CUST0288,PROJ003,003-C-113,2014-01-19,8219833,BRK011,Sold
SALE0289,CUST0289,PROJ002,002-C-106,2014-01-25,17799964,BRK011,Sold
SALE0290,CUST0290,PROJ003,003-D-139,2014-01-30,8648450,BRK012,Sold
SALE0291,CUST0291,PROJ003,003-B-103,2014-02-01,6081258,BRK012,Sold
SALE0292,CUST0292,PROJ003,003-A-110,2014-02-01,7680519,BRK003,Sold
SALE0293,CUST0293,PROJ003,003-D-130,2014-02-01,7473385,BRK006,Sold
SALE0294,CUST0294,PROJ003,003-D-150,2014-02-13,6919103,BRK010,Sold
SALE0295,CUST0295,PROJ003,003-A-149,2014-02-14,10737667,BRK008,Sold
SALE0296,CUST0296,PROJ003,003-C-105,2014-02-17,6194544,BRK007,Sold
SALE0297,CUST0297,PROJ003,003-C-128,2014-02-18,10805602,BRK003,Sold
SALE0298,CUST0298,PROJ003,003-B-146,2014-03-03,10595082,BRK007,Sold
SALE0299,CUST0299,PROJ003,003-A-103,2014-03-07,6960137,BRK004,Sold
SALE0300,CUST0300,PROJ003,003-B-147,2014-03-09,9567466,BRK006,Sold
SALE0301,CUST0301,PROJ002,002-C-129,2014-03-11,28397678,BRK014,Sold
SALE0302,CUST0302,PROJ002,002-D-108,2014-03-13,21725962,BRK004,Sold
SALE0303,CUST0303,PROJ002,002-A-110,2014-03-17,23662934,BRK006,Sold
SALE0304,CUST0304,PROJ003,003-C-131,2014-03-22,10924583,BRK006,Sold
SALE0305,CUST0305,PROJ003,003-A-139,2014-03-23,9897930,BRK008,Sold
SALE0306,CUST0306,PROJ004,004-C-106,2014-04-01,23630120,BRK003,Sold
SALE0307,CUST0307,PROJ003,003-B-128,2014-04-05,10542536,BRK013,Sold
SALE0308,CUST0308,PROJ004,004-A-113,2014-04-06,12996008,BRK013,Sold
SALE0309,CUST0309,PROJ004,004-B-103,2014-04-06,19221487,BRK004,Sold
SALE0310,CUST0310,PROJ004,004-B-120,2014-04-09,13957588,BRK010,Sold
SALE0311,CUST0311,PROJ002,002-B-101,2014-04-12,22899263,BRK008,Sold
SALE0312,CUST0312,PROJ004,004-D-117,2014-04-16,13547469,BRK013,Sold
SALE0313,CUST0313,PROJ004,004-A-128,2014-04-16,16311406,BRK011,Sold
SALE0314,CUST0314,PROJ002,002-C-115,2014-04-20,25959108,BRK008,Sold
SALE0315,CUST0315,PROJ003,003-A-146,2014-04-21,6042133,BRK013,Sold
SALE0316,CUST0316,PROJ004,004-D-110,2014-04-24,23875657,BRK008,Sold
